Beach,Date,Hour,Wind_speed,Gust,Wave,Period,Temperature,Wind_direction,Wave_direction,Degrees
Punta Blanca,20,15h,10,14,"2,0",13,23,SSO (201.6425559233049°),ONO (295°),OFF-SHORE
Punta Blanca,20,18h,6,10,"1,9",13,22,OSO (246.95472620358316°),ONO (295°),SIDE-SHORE
Punta Blanca,20,21h,6,8,"1,8",12,21,NO (317.8462826609522°),ONO (294°),ON-SHORE
Punta Blanca,21,03h,8,8,"1,7",12,20,ENE (74.73197110989472°),ONO (294°),SIDE-SHORE
Punta Blanca,21,06h,8,9,"1,7",12,20,E (82.54682254183366°),ONO (296°),SIDE-SHORE
Punta Blanca,21,09h,6,8,"1,6",12,20,ENE (78.59073580488862°),ONO (300°),SIDE-SHORE
Punta Blanca,21,12h,8,8,"1,6",11,21,NE (49.72155663955026°),ONO (301°),ON-SHORE
Punta Blanca,21,15h,9,9,"1,6",11,20,NE (39.557673933588575°),NO (306°),ON-SHORE
Punta Blanca,21,18h,11,13,"1,8",11,20,NE (54.64638520879345°),NO (311°),SIDE-SHORE
Punta Blanca,21,21h,12,13,"2,1",17,20,ENE (57.159729327419655°),NNO (345°),SIDE-SHORE
Punta Blanca,22,03h,13,17,"2,3",15,20,ENE (69.69022643407088°),NNO (346°),SIDE-SHORE
Punta Blanca,22,06h,14,17,"2,3",15,20,ENE (69.44762600539433°),NNO (345°),SIDE-SHORE
Punta Blanca,22,09h,13,15,"2,2",14,20,E (78.76296965777594°),NNO (348°),SIDE-SHORE
Punta Blanca,22,12h,12,14,"2,1",14,21,E (90.59686787407524°),NNO (347°),SIDE-SHORE
Punta Blanca,22,15h,12,13,"2,0",14,21,ENE (77.03998652025867°),N (349°),SIDE-SHORE
Punta Blanca,22,18h,10,14,"1,9",13,21,ENE (62.64301286843895°),N (351°),SIDE-SHORE
Punta Blanca,22,21h,12,16,"1,8",13,21,ENE (60.594123869115386°),N (350°),SIDE-SHORE
Punta Blanca,23,03h,12,18,"1,7",12,20,ENE (65.42090301870816°),N (352°),SIDE-SHORE
Punta Blanca,23,06h,13,18,"1,7",12,20,ENE (60.95300588544164°),N (350°),SIDE-SHORE
Punta Blanca,23,09h,13,17,"1,7",12,20,ENE (64.96197602451733°),N (350°),SIDE-SHORE
Punta Blanca,23,12h,12,14,"1,7",13,21,ENE (77.99090053962188°),NNO (341°),SIDE-SHORE
Punta Blanca,23,15h,10,10,"1,6",13,21,ENE (67.71510947273211°),NNO (328°),SIDE-SHORE
Punta Blanca,23,18h,10,10,"1,6",13,20,ENE (61.38968863890052°),NNO (329°),SIDE-SHORE
Punta Blanca,23,21h,9,11,"1,6",13,20,ENE (72.95581858910727°),NO (321°),SIDE-SHORE
El Cotillo,14,06h,5,6,"1,7",11,20,SO (229.52517971892604°),ONO (297°),OFF-SHORE
El Cotillo,14,08h,7,8,"1,7",11,20,SO (220.66070861512128°),ONO (296°),OFF-SHORE
El Cotillo,14,10h,8,12,"1,7",11,22,OSO (245.82348844746951°),ONO (295°),SIDE-SHORE
El Cotillo,14,12h,9,16,"1,7",11,22,OSO (253.41771941949918°),ONO (294°),SIDE-SHORE
El Cotillo,14,14h,12,18,"1,7",11,22,ONO (285.3398210790913°),ONO (294°),SIDE-SHORE
El Cotillo,14,16h,15,19,"1,8",11,21,NO (307.3102450737279°),ONO (294°),SIDE-SHORE
El Cotillo,14,18h,14,18,"1,9",11,21,NO (317.5372569017336°),ONO (292°),ON-SHORE
El Cotillo,14,20h,15,18,"2,1",11,20,NO (320.3028045871689°),ONO (292°),ON-SHORE
El Cotillo,14,22h,13,16,"2,2",10,20,NO (314.58468338950036°),ONO (294°),ON-SHORE
El Cotillo,15,03h,13,15,"2,2",10,19,NO (310.38340760056315°),ONO (300°),ON-SHORE
El Cotillo,15,05h,12,14,"2,3",10,19,NO (303.97980397782595°),ONO (302°),SIDE-SHORE
El Cotillo,15,07h,12,15,"2,3",11,19,ONO (302.30025365946443°),ONO (303°),SIDE-SHORE
El Cotillo,15,09h,13,15,"2,4",11,19,NO (304.37277662954375°),NO (313°),SIDE-SHORE
El Cotillo,15,11h,14,16,"2,5",12,20,ONO (294.8674598512395°),NO (315°),SIDE-SHORE
El Cotillo,15,13h,15,17,"2,6",12,20,ONO (297.70984790390753°),NO (316°),SIDE-SHORE
El Cotillo,15,15h,15,17,"2,6",12,20,NO (304.65821486564244°),NO (316°),SIDE-SHORE
El Cotillo,15,17h,13,16,"2,7",12,20,NO (309.8678454613506°),NO (317°),SIDE-SHORE
El Cotillo,15,19h,13,16,"2,7",12,20,NO (310.30633462549815°),NO (318°),ON-SHORE
El Cotillo,15,21h,12,14,"2,7",12,19,NO (314.60012033701673°),NO (320°),ON-SHORE
El Cotillo,16,03h,9,11,"2,8",12,18,NO (317.1657938577854°),NO (326°),ON-SHORE
El Cotillo,16,05h,9,10,"2,8",12,18,NO (320.64588555978537°),NNO (328°),ON-SHORE
El Cotillo,16,07h,9,11,"2,9",13,18,NO (323.0270197611491°),NNO (333°),ON-SHORE
El Cotillo,16,09h,8,10,"2,9",13,19,NO (319.5122596982316°),NNO (334°),ON-SHORE
El Cotillo,16,11h,10,12,"2,8",13,19,NO (318.09478912671756°),NNO (335°),ON-SHORE
El Cotillo,16,13h,9,11,"2,8",13,20,NNO (334.0387932836129°),NNO (335°),ON-SHORE
El Cotillo,16,15h,10,11,"2,6",13,20,NNO (331.4478971374824°),NNO (335°),ON-SHORE
El Cotillo,16,17h,10,12,"2,5",13,19,NNO (336.9533209007081°),NNO (335°),ON-SHORE
El Cotillo,16,19h,8,11,"2,4",13,19,NO (322.61463181808625°),NNO (335°),ON-SHORE
El Cotillo,16,21h,6,8,"2,3",13,18,N (8.250647497275548°),NNO (335°),ON-SHORE
El Cotillo,17,03h,5,6,"2,1",13,17,NE (52.10203156949125°),N (350°),SIDE-SHORE
El Cotillo,17,05h,5,6,"2,1",13,16,ENE (59.42260169843884°),N (350°),SIDE-SHORE
El Cotillo,17,09h,6,8,"2,0",13,18,ENE (66.4934425954982°),N (350°),SIDE-SHORE
El Cotillo,17,12h,8,10,"1,9",12,21,ENE (69.10702116082456°),N (349°),SIDE-SHORE
El Cotillo,17,15h,7,9,"1,9",12,21,ENE (60.23600580349446°),N (351°),SIDE-SHORE
El Cotillo,17,18h,8,9,"1,8",12,20,ENE (58.64082081371133°),N (353°),SIDE-SHORE
El Cotillo,17,21h,7,8,"1,7",12,18,ENE (73.88527946852265°),N (355°),SIDE-SHORE
El Cotillo,18,03h,8,10,"1,6",12,18,E (98.08490500575462°),N (356°),SIDE-SHORE
El Cotillo,18,06h,9,12,"1,5",11,18,ESE (108.68412381012018°),N (357°),SIDE-SHORE
El Cotillo,18,09h,8,11,"1,4",11,18,ESE (118.68452143471352°),N (356°),SIDE-SHORE
El Cotillo,18,12h,9,12,"1,3",11,21,SE (125.55581123915286°),N (353°),OFF-SHORE
El Cotillo,18,15h,6,10,"1,2",10,23,SSE (149.26074941139018°),N (356°),OFF-SHORE
El Cotillo,18,18h,4,6,"1,2",10,21,ESE (103.94682356172092°),N (353°),SIDE-SHORE
El Cotillo,18,21h,5,6,"1,4",14,19,ESE (102.07747857442926°),NO (310°),SIDE-SHORE
El Cotillo,19,03h,7,10,"2,2",16,18,ESE (117.95747127583148°),ONO (295°),SIDE-SHORE
El Cotillo,19,06h,8,12,"2,4",16,18,SE (138.24559905368216°),ONO (296°),OFF-SHORE
El Cotillo,19,09h,10,16,"2,4",15,19,SE (140.38410805963593°),ONO (294°),OFF-SHORE
El Cotillo,19,12h,11,16,"2,4",15,24,SSE (161.28182649369793°),ONO (294°),OFF-SHORE
El Cotillo,19,15h,10,14,"2,4",15,25,S (182.9148047504921°),ONO (295°),OFF-SHORE
El Cotillo,19,18h,4,6,"2,3",15,23,SSO (193.2333347144789°),ONO (295°),OFF-SHORE
El Cotillo,19,21h,3,2,"2,3",15,21,SSE (150.4612286021214°),ONO (296°),OFF-SHORE
El Cotillo,20,03h,6,8,"2,1",14,19,SE (133.26678427363927°),ONO (297°),OFF-SHORE
El Cotillo,20,06h,9,14,"2,0",14,19,SSE (149.50397089784266°),ONO (297°),OFF-SHORE
El Cotillo,20,09h,8,14,"2,0",13,20,SSE (153.48828404311598°),ONO (297°),OFF-SHORE
El Cotillo,20,12h,12,16,"2,0",13,23,S (172.7240725760478°),ONO (296°),OFF-SHORE
El Cotillo,20,15h,11,15,"1,9",13,23,SSO (212.53569399128855°),ONO (296°),OFF-SHORE
El Cotillo,20,18h,7,11,"1,8",13,22,SO (220.24630117967286°),ONO (296°),OFF-SHORE
El Cotillo,20,21h,5,7,"1,7",12,19,NO (315.99171652349384°),ONO (295°),ON-SHORE
El Cotillo,21,03h,7,8,"1,6",12,19,ENE (74.76763537760621°),ONO (295°),SIDE-SHORE
El Cotillo,21,06h,7,8,"1,5",12,18,E (83.67822207821521°),ONO (297°),SIDE-SHORE
El Cotillo,21,09h,5,7,"1,5",11,19,E (97.03477946600341°),ONO (297°),SIDE-SHORE
El Cotillo,21,12h,5,8,"1,4",11,22,ENE (75.93047291280101°),ONO (301°),SIDE-SHORE
El Cotillo,21,15h,9,8,"1,4",11,21,NNE (25.250022138960496°),NO (306°),ON-SHORE
El Cotillo,21,18h,12,11,"1,6",11,20,NE (50.60740546863551°),NO (311°),SIDE-SHORE
El Cotillo,21,21h,9,12,"1,9",17,19,NE (53.65006247291819°),NNO (344°),SIDE-SHORE
El Cotillo,22,03h,12,15,"2,1",15,19,ENE (68.02368374321227°),NNO (346°),SIDE-SHORE
El Cotillo,22,06h,13,15,"2,1",15,18,ENE (70.27641869332992°),NNO (345°),SIDE-SHORE
El Cotillo,22,09h,11,14,"2,0",14,19,E (80.33327557331933°),NNO (347°),SIDE-SHORE
El Cotillo,22,12h,11,14,"1,9",14,22,E (88.89242725010713°),NNO (346°),SIDE-SHORE
El Cotillo,22,15h,11,13,"1,8",14,22,ENE (75.58782287305448°),N (349°),SIDE-SHORE
El Cotillo,22,18h,10,14,"1,7",13,21,ENE (58.38246007073786°),N (350°),SIDE-SHORE
El Cotillo,22,21h,10,14,"1,6",13,20,ENE (61.5206867284411°),N (349°),SIDE-SHORE
El Cotillo,23,03h,11,16,"1,6",12,19,ENE (68.7773106675559°),N (351°),SIDE-SHORE
El Cotillo,23,06h,12,16,"1,5",12,19,ENE (64.95510831917036°),NNO (348°),SIDE-SHORE
El Cotillo,23,09h,11,15,"1,5",12,19,ENE (68.61505841010032°),N (349°),SIDE-SHORE
El Cotillo,23,12h,11,14,"1,5",13,22,ENE (71.46747946127226°),NNO (340°),SIDE-SHORE
El Cotillo,23,15h,7,10,"1,5",13,23,ENE (56.667980523057736°),NNO (327°),SIDE-SHORE
El Cotillo,23,18h,6,9,"1,4",13,21,ENE (64.2561808583786°),NNO (327°),SIDE-SHORE
El Cotillo,23,21h,7,9,"1,4",13,19,ENE (66.85769336265422°),NO (319°),SIDE-SHORE
Nemina,14,07h,17,29,"3,4",12,14,SSO (194.74035402549376°),O (262°),SIDE-SHORE
Nemina,14,09h,18,29,"3,7",12,14,S (189.68425392988564°),O (263°),SIDE-SHORE
Nemina,14,11h,18,31,"4,0",13,15,S (189.00660471435202°),O (266°),SIDE-SHORE
Nemina,14,13h,19,30,"4,3",14,15,S (187.64285429262748°),O (269°),SIDE-SHORE
Nemina,14,15h,17,29,"4,7",14,15,SSO (191.67364361323354°),O (272°),SIDE-SHORE
Nemina,14,17h,14,24,"4,7",14,14,S (189.79970717497542°),O (270°),SIDE-SHORE
Nemina,14,19h,13,22,"4,4",13,14,S (178.95081487057175°),O (270°),SIDE-SHORE
Nemina,14,21h,12,22,"4,1",13,14,S (189.35980518106595°),O (267°),SIDE-SHORE
Nemina,15,03h,7,13,"3,3",12,13,SO (225.83598801518744°),O (264°),ON-SHORE
Nemina,15,05h,8,14,"3,1",12,13,SO (217.0981278376075°),O (262°),SIDE-SHORE
Nemina,15,07h,8,14,"3,1",11,13,SSO (208.78704232083825°),OSO (258°),SIDE-SHORE
Nemina,15,09h,8,13,"3,1",11,12,SSO (194.44659954833008°),OSO (257°),SIDE-SHORE
Nemina,15,11h,8,14,"3,1",11,13,S (188.2428752762464°),OSO (257°),SIDE-SHORE
Nemina,15,13h,9,15,"3,2",11,13,S (184.35828815475676°),OSO (257°),SIDE-SHORE
Nemina,15,15h,9,15,"3,2",11,13,S (181.37099038484817°),OSO (258°),SIDE-SHORE
Nemina,15,17h,8,13,"3,1",11,13,S (174.70509556049043°),OSO (258°),SIDE-SHORE
Nemina,15,19h,7,11,"3,0",11,12,SSE (157.8437125098818°),O (260°),SIDE-SHORE
Nemina,15,21h,6,11,"3,0",11,12,SE (140.82026703789506°),O (264°),SIDE-SHORE
Nemina,16,03h,5,6,"2,8",11,10,ENE (77.46319122861401°),ONO (290°),OFF-SHORE
Nemina,16,05h,5,7,"2,8",11,10,ENE (65.89135309797074°),ONO (300°),OFF-SHORE
Nemina,16,07h,6,9,"2,7",11,11,ENE (59.465616289279495°),NO (316°),OFF-SHORE
Nemina,16,09h,7,11,"2,6",10,10,ENE (57.23816835127563°),NO (322°),OFF-SHORE
Nemina,16,11h,8,14,"2,5",10,12,NE (52.72020301641019°),NO (324°),OFF-SHORE
Nemina,16,13h,9,15,"2,4",10,14,ENE (60.42526955637101°),NO (322°),OFF-SHORE
Nemina,16,15h,8,13,"2,3",10,14,NE (53.85836833835705°),NNO (342°),OFF-SHORE
Nemina,16,17h,8,13,"2,2",10,14,NE (53.106285684199065°),NNO (332°),OFF-SHORE
Nemina,16,19h,7,11,"2,0",10,11,NE (53.54977236365412°),NO (314°),OFF-SHORE
Nemina,16,21h,7,11,"1,9",9,11,ENE (74.95426368220043°),ONO (297°),OFF-SHORE
Nemina,17,03h,6,11,"1,5",9,11,SE (140.83874298961587°),ONO (286°),SIDE-SHORE
Nemina,17,05h,7,11,"1,4",9,11,SSE (148.50712618581701°),O (272°),SIDE-SHORE
Nemina,17,07h,8,13,"1,3",9,11,SSE (150.43798317358744°),O (264°),SIDE-SHORE
Nemina,17,09h,9,17,"1,2",9,11,SSE (159.37644693797787°),O (260.66666666666663°),SIDE-SHORE
Nemina,17,11h,11,18,"1,2",11,13,SSE (163.4970232066241°),O (267°),SIDE-SHORE
Nemina,17,13h,14,23,"1,3",15,13,S (171.2074439640738°),ONO (283°),SIDE-SHORE
Nemina,17,15h,15,25,"1,4",14,13,S (172.2372956484016°),ONO (283°),SIDE-SHORE
Nemina,17,17h,18,29,"1,5",11,13,S (176.04052279653047°),OSO (253.33333333333331°),SIDE-SHORE
Nemina,17,19h,20,32,"1,7",5,14,S (175.54074022118448°),SSO (194°),SIDE-SHORE
Nemina,17,22h,26,39,"2,2",6,15,S (174.46838550516685°),SSO (196°),SIDE-SHORE
Nemina,18,04h,29,47,"3,3",8,14,S (174.0941225134435°),SSO (211°),SIDE-SHORE
Nemina,18,06h,30,47,"3,5",8,15,S (176.23538848169213°),SO (215°),SIDE-SHORE
Nemina,18,08h,30,49,"3,8",9,15,S (175.8809504752403°),SO (218.33333333333331°),SIDE-SHORE
Nemina,18,10h,32,51,"4,1",9,15,S (172.93273909224536°),SO (221°),SIDE-SHORE
Nemina,18,12h,32,50,"4,1",9,15,S (173.31425889125228°),SO (224.99999999999997°),SIDE-SHORE
Nemina,18,14h,32,50,"4,1",10,15,S (175.1799172447739°),SO (227.66666666666663°),SIDE-SHORE
Nemina,18,16h,31,50,"3,9",10,15,S (178.21522280609574°),SO (229°),SIDE-SHORE
Nemina,18,18h,31,49,"3,9",10,15,S (181.97307469340245°),SO (234.33333333333331°),SIDE-SHORE
Nemina,18,20h,30,48,"4,0",10,15,S (183.64069674394622°),OSO (236.33333333333331°),SIDE-SHORE
Nemina,18,22h,29,48,"4,1",10,16,S (183.13966411278517°),SO (235°),SIDE-SHORE
Nemina,19,04h,30,50,"4,6",11,15,S (181.49365590600968°),SO (236°),SIDE-SHORE
Nemina,19,06h,26,46,"4,9",11,15,S (183.19761412287866°),OSO (239.33333333333331°),SIDE-SHORE
Nemina,19,08h,25,43,"5,1",11,14,S (181.7770655012903°),OSO (240.33333333333331°),SIDE-SHORE
Nemina,19,10h,26,43,"5,2",11,14,S (180.68058442485722°),OSO (239°),SIDE-SHORE
Nemina,19,12h,26,42,"5,3",11,14,S (181.65481450502995°),SO (230.33333333333331°),SIDE-SHORE
Nemina,19,14h,24,39,"5,4",10,15,S (184.3391650745494°),SO (226°),SIDE-SHORE
Nemina,19,16h,22,34,"5,3",11,15,S (184.97170256756795°),SO (226°),SIDE-SHORE
Nemina,19,18h,22,37,"5,2",12,14,S (190.1313665668306°),OSO (246.66666666666663°),SIDE-SHORE
Nemina,19,20h,22,35,"5,2",12,14,S (187.9500241638834°),OSO (257°),SIDE-SHORE
Nemina,19,22h,25,39,"5,2",13,15,SSO (192.93767873409385°),OSO (257°),SIDE-SHORE
Nemina,20,04h,18,29,"4,8",12,15,SSO (203.28473263670625°),OSO (248°),SIDE-SHORE
Nemina,20,07h,16,27,"4,2",12,14,SO (214.3663456074315°),OSO (249°),SIDE-SHORE
Nemina,20,10h,11,19,"3,6",12,13,NO (308.95302161076995°),OSO (249°),ON-SHORE
Nemina,20,13h,12,17,"3,4",12,12,N (350.6391799019478°),OSO (249°),SIDE-SHORE
Nemina,20,16h,7,12,"3,0",11,11,N (354.8386232527916°),OSO (248°),SIDE-SHORE
Nemina,20,19h,8,12,"2,9",13,12,N (357.17824644649914°),ONO (287°),SIDE-SHORE
Nemina,20,22h,11,15,"3,1",14,12,NNE (13.509776940212323°),NO (311°),SIDE-SHORE
Nemina,21,04h,10,14,"3,2",13,12,N (355.1023070908778°),NO (313°),SIDE-SHORE
Nemina,21,07h,15,23,"3,0",12,11,N (7.139149245130917°),NO (314°),SIDE-SHORE
Nemina,21,10h,10,16,"3,0",12,10,N (7.319700887509837°),NO (322°),SIDE-SHORE
Nemina,21,13h,9,13,"3,0",12,11,N (359.940694174025°),NNO (329°),SIDE-SHORE
Nemina,21,16h,5,6,"2,8",11,11,NNE (28.253024595824566°),NNO (327°),SIDE-SHORE
Nemina,21,19h,6,7,"2,6",11,10,ENE (57.01847699536487°),NNO (330°),OFF-SHORE
Nemina,21,22h,6,8,"2,3",11,10,ESE (103.43222182927987°),NNO (333°),OFF-SHORE
Nemina,22,04h,9,12,"1,7",10,10,SSE (161.45884689560197°),NO (324°),SIDE-SHORE
Nemina,22,07h,10,15,"1,6",10,10,S (175.7330239179812°),NO (314°),SIDE-SHORE
Nemina,22,10h,12,17,"1,5",10,10,S (171.33866407429923°),NO (311°),SIDE-SHORE
Nemina,22,13h,10,13,"1,5",10,11,SSO (203.10020224981557°),NO (311°),SIDE-SHORE
Nemina,22,16h,8,9,"1,4",10,11,SO (215.33868337999328°),NO (315°),SIDE-SHORE
Nemina,22,19h,8,9,"1,4",9,11,SSO (210.98059732368137°),NO (319°),SIDE-SHORE
Nemina,22,22h,7,9,"1,4",16,11,OSO (248.2358901636144°),NNO (348°),ON-SHORE
Nemina,23,04h,4,4,"1,7",15,11,SSO (191.5258580605108°),NNO (342°),SIDE-SHORE
Nemina,23,07h,4,6,"1,9",14,11,SSE (149.56989344886406°),NO (326°),SIDE-SHORE
Nemina,23,10h,7,9,"2,0",14,11,S (175.39752210086186°),NO (305°),SIDE-SHORE
Nemina,23,13h,10,14,"2,0",13,13,SSO (195.99999999999997°),ONO (297°),SIDE-SHORE
Nemina,23,16h,11,16,"1,9",13,13,SSO (196.8796553856205°),ONO (293°),SIDE-SHORE
Nemina,23,19h,14,20,"1,9",12,12,S (190.4503707004244°),ONO (292°),SIDE-SHORE
Nemina,23,22h,16,22,"1,8",12,12,S (177.76748198138583°),ONO (288°),SIDE-SHORE
Rostro,14,07h,18,29,"3,4",12,15,SSO (193.70475619429183°),O (262°),SIDE-SHORE
Rostro,14,09h,20,30,"3,7",12,15,S (189.65434324359651°),O (263°),SIDE-SHORE
Rostro,14,11h,20,31,"4,0",12,15,S (188.97816984567262°),O (266°),SIDE-SHORE
Rostro,14,13h,20,30,"4,3",14,15,S (186.16873824982437°),O (269°),SIDE-SHORE
Rostro,14,15h,18,29,"4,7",14,15,S (189.82112844814375°),O (272°),SIDE-SHORE
Rostro,14,17h,16,24,"4,7",14,15,S (187.80563029911096°),O (270°),SIDE-SHORE
Rostro,14,19h,15,22,"4,4",13,14,S (178.2858676486763°),O (270°),SIDE-SHORE
Rostro,14,21h,13,22,"4,1",13,14,S (187.3532919380164°),O (268°),SIDE-SHORE
Rostro,15,03h,8,13,"3,3",12,13,SO (233.1468761984085°),O (264°),ON-SHORE
Rostro,15,05h,9,14,"3,1",12,13,SO (221.0530851748968°),O (262°),ON-SHORE
Rostro,15,07h,9,14,"3,1",11,13,SSO (213.58128422688088°),OSO (258°),SIDE-SHORE
Rostro,15,09h,9,13,"3,1",11,13,SSO (198.15372060201108°),OSO (257°),SIDE-SHORE
Rostro,15,11h,9,14,"3,1",11,13,SSO (191.80856838795603°),OSO (257°),SIDE-SHORE
Rostro,15,13h,10,15,"3,2",11,13,S (185.21016965987315°),OSO (257°),SIDE-SHORE
Rostro,15,15h,9,15,"3,2",11,13,S (180.49730053417917°),OSO (258°),SIDE-SHORE
Rostro,15,17h,8,13,"3,1",11,13,S (174.79986498622225°),OSO (258°),SIDE-SHORE
Rostro,15,19h,7,11,"3,0",11,13,SSE (157.42791180465665°),O (260°),SIDE-SHORE
Rostro,15,21h,7,11,"3,0",11,12,SE (141.46241183188826°),O (264°),SIDE-SHORE
Rostro,16,03h,5,6,"2,8",11,11,ENE (76.55035250787765°),ONO (289°),OFF-SHORE
Rostro,16,05h,6,7,"2,8",11,11,ENE (63.56904231385728°),ONO (299°),OFF-SHORE
Rostro,16,07h,7,9,"2,7",11,11,ENE (58.24743736715404°),NO (314°),OFF-SHORE
Rostro,16,09h,8,11,"2,6",10,11,ENE (57.10231227217985°),NO (321°),OFF-SHORE
Rostro,16,11h,8,14,"2,5",10,12,NE (51.89183392500167°),NO (323°),OFF-SHORE
Rostro,16,13h,9,15,"2,4",10,14,ENE (61.19707239713618°),NO (321°),OFF-SHORE
Rostro,16,15h,8,13,"2,3",10,14,NE (52.83189954769211°),NNO (340°),OFF-SHORE
Rostro,16,17h,7,13,"2,1",10,14,NE (53.46015265125164°),NNO (330°),OFF-SHORE
Rostro,16,19h,7,11,"2,0",10,12,NE (52.26869323349055°),NO (312°),OFF-SHORE
Rostro,16,21h,7,12,"1,8",9,11,ENE (76.05029282722423°),ONO (295°),OFF-SHORE
Rostro,17,03h,7,11,"1,5",9,12,SE (141.6624218620419°),ONO (284°),SIDE-SHORE
Rostro,17,05h,7,11,"1,4",9,12,SSE (147.96887501309072°),O (270°),SIDE-SHORE
Rostro,17,07h,9,13,"1,3",9,12,SSE (147.28979398620197°),O (263°),SIDE-SHORE
Rostro,17,09h,10,16,"1,2",9,12,SSE (155.9860928145605°),O (259.66666666666663°),SIDE-SHORE
Rostro,17,11h,12,18,"1,2",11,13,SSE (158.47965608196628°),O (266°),SIDE-SHORE
Rostro,17,13h,15,23,"1,3",15,13,SSE (168.368278885171°),ONO (282°),SIDE-SHORE
Rostro,17,15h,17,25,"1,4",14,13,S (169.45248018334772°),ONO (282.66666666666663°),SIDE-SHORE
Rostro,17,17h,21,29,"1,5",11,14,S (174.16965455061796°),OSO (253.33333333333331°),SIDE-SHORE
Rostro,17,19h,22,31,"1,7",5,14,S (173.03146180633448°),SSO (194°),SIDE-SHORE
Rostro,17,22h,28,39,"2,2",6,15,S (172.49824304758542°),SSO (196°),SIDE-SHORE
Rostro,18,04h,32,46,"3,3",8,15,S (172.9582728272614°),SSO (211°),SIDE-SHORE
Rostro,18,06h,32,47,"3,5",8,15,S (174.10697509275815°),SO (215°),SIDE-SHORE
Rostro,18,08h,32,48,"3,8",9,15,S (173.84221425997478°),SO (218.33333333333331°),SIDE-SHORE
Rostro,18,10h,34,50,"4,1",9,15,S (172.16532295737247°),SO (221°),SIDE-SHORE
Rostro,18,12h,34,49,"4,2",9,15,S (172.50449544708295°),SO (224.99999999999997°),SIDE-SHORE
Rostro,18,14h,34,49,"4,1",10,15,S (173.7572265205276°),SO (227.66666666666663°),SIDE-SHORE
Rostro,18,16h,33,50,"3,9",10,15,S (175.83293152872173°),SO (229°),SIDE-SHORE
Rostro,18,18h,32,49,"3,9",10,15,S (179.70672574585492°),SO (234.33333333333331°),SIDE-SHORE
Rostro,18,20h,31,48,"4,0",10,16,S (181.5416481392911°),OSO (236.33333333333331°),SIDE-SHORE
Rostro,18,22h,30,48,"4,1",10,16,S (181.61136380069507°),SO (235°),SIDE-SHORE
Rostro,19,04h,31,49,"4,6",11,15,S (179.2700203923013°),SO (236°),SIDE-SHORE
Rostro,19,06h,29,46,"4,9",11,15,S (180.7473665143073°),OSO (239.33333333333331°),SIDE-SHORE
Rostro,19,08h,27,44,"5,1",11,15,S (179.6913268286646°),OSO (240.33333333333331°),SIDE-SHORE
Rostro,19,10h,28,43,"5,2",11,14,S (176.78823215100616°),OSO (239°),SIDE-SHORE
Rostro,19,12h,28,42,"5,3",11,15,S (179.27486873354786°),SO (230.33333333333331°),SIDE-SHORE
Rostro,19,14h,26,39,"5,4",10,15,S (181.22261680291538°),SO (226°),SIDE-SHORE
Rostro,19,16h,24,35,"5,3",11,15,S (182.4117434023061°),SO (226°),SIDE-SHORE
Rostro,19,18h,23,37,"5,2",12,15,S (189.38543751183747°),OSO (246.66666666666663°),SIDE-SHORE
Rostro,19,20h,23,35,"5,2",12,15,S (185.58286996081335°),OSO (257°),SIDE-SHORE
Rostro,19,22h,27,39,"5,2",13,15,S (190.74233494376034°),OSO (257°),SIDE-SHORE
Rostro,20,04h,20,29,"4,8",12,15,SSO (198.40450749860327°),OSO (248°),SIDE-SHORE
Rostro,20,07h,18,27,"4,2",12,15,SSO (209.46147528605005°),OSO (249°),SIDE-SHORE
Rostro,20,10h,15,19,"3,6",12,13,ONO (298.4620154387087°),OSO (249°),ON-SHORE
Rostro,20,13h,11,16,"3,4",12,12,NNO (338.0332358787312°),OSO (250°),SIDE-SHORE
Rostro,20,16h,9,12,"3,0",11,12,N (354.97988487316576°),OSO (248°),SIDE-SHORE
Rostro,20,19h,9,12,"2,9",13,12,N (2.6934402140472673°),ONO (286°),SIDE-SHORE
Rostro,20,22h,12,15,"3,1",14,12,N (7.285442504737928°),NO (311°),SIDE-SHORE
Rostro,21,04h,10,14,"3,2",13,12,N (350.3871285181718°),NO (313°),SIDE-SHORE
Rostro,21,07h,15,24,"3,0",12,11,N (5.024148305494571°),NO (314°),SIDE-SHORE
Rostro,21,10h,11,16,"3,0",12,10,N (5.071346988839804°),NO (322°),SIDE-SHORE
Rostro,21,13h,9,13,"3,0",12,11,N (355.1773366668673°),NNO (329°),SIDE-SHORE
Rostro,21,16h,6,6,"2,8",11,11,N (2.949874497560984°),NNO (327°),SIDE-SHORE
Rostro,21,19h,6,7,"2,6",11,10,NE (39.32297171325934°),NNO (330°),SIDE-SHORE
Rostro,21,22h,7,8,"2,3",11,10,E (88.43522109827484°),NNO (333°),OFF-SHORE
Rostro,22,04h,10,12,"1,7",10,10,SSE (162.50887560867187°),NO (324°),SIDE-SHORE
Rostro,22,07h,11,14,"1,6",10,10,S (171.8818530901647°),NO (314°),SIDE-SHORE
Rostro,22,10h,13,17,"1,5",10,11,S (169.2965092578021°),NO (311°),SIDE-SHORE
Rostro,22,13h,10,13,"1,5",10,11,SSO (191.39833457902787°),NO (311°),SIDE-SHORE
Rostro,22,16h,7,9,"1,4",10,11,SO (215.49340132698373°),NO (315°),SIDE-SHORE
Rostro,22,19h,7,9,"1,4",9,11,SO (215.53726998991974°),NO (319°),SIDE-SHORE
