Beach,Date,Hour,Wind_speed,Gust,Wave,Period,Temperature,Wind_direction,Wave_direction,Degrees
Liencres,18,16h,13,23,"0,8",13,17,S (170.63824171266208°),ONO (292°),OFF-SHORE
Liencres,18,18h,14,25,"0,9",13,16,S (170.9340739001935°),ONO (291.3333333333333°),OFF-SHORE
Liencres,18,20h,15,25,"1,0",12,17,S (169.43877814126787°),ONO (290.66666666666663°),OFF-SHORE
Liencres,18,22h,15,24,"1,0",12,17,SSE (166.71132937874535°),ONO (290°),OFF-SHORE
Liencres,19,04h,14,24,"1,0",12,16,S (170.82169387709783°),ONO (288°),OFF-SHORE
Liencres,19,06h,14,17,"0,9",12,15,S (176.92204294808283°),ONO (288°),OFF-SHORE
Liencres,19,08h,17,31,"0,9",12,16,S (179.20419946578704°),ONO (287.3333333333333°),OFF-SHORE
Liencres,19,10h,16,31,"1,0",12,17,SSO (194.07872623190033°),ONO (286°),OFF-SHORE
Liencres,19,12h,17,31,"1,0",12,17,SSO (197.42025362065817°),ONO (285.3333333333333°),OFF-SHORE
Liencres,19,14h,15,28,"1,2",12,18,SSO (195.04958736632608°),ONO (285.3333333333333°),OFF-SHORE
Liencres,19,16h,12,26,"1,4",14,18,S (170.10893569509827°),ONO (286°),OFF-SHORE
Liencres,19,18h,11,22,"1,5",14,16,SSE (168.1238603169505°),ONO (287.3333333333333°),OFF-SHORE
Liencres,19,20h,11,18,"1,5",14,16,SSE (162.86816558270482°),ONO (288°),OFF-SHORE
Liencres,19,22h,15,27,"1,5",15,18,S (183.91315408209206°),ONO (288°),OFF-SHORE
Liencres,20,04h,14,28,"1,8",14,18,S (179.76197548637603°),ONO (287°),OFF-SHORE
Liencres,20,07h,11,23,"1,8",14,17,S (180.03439388851345°),ONO (286°),SIDE-SHORE
Liencres,20,10h,10,20,"1,5",14,16,S (180.38487336482262°),ONO (284°),SIDE-SHORE
Liencres,20,13h,10,17,"1,3",14,17,S (171.25808362321308°),ONO (284°),OFF-SHORE
Liencres,20,16h,9,13,"1,1",14,17,SSE (168.6322432877387°),ONO (285°),OFF-SHORE
Liencres,20,19h,10,17,"1,2",14,15,SO (235.28605631189316°),ONO (291°),OFF-SHORE
Liencres,20,22h,8,14,"1,6",14,13,NO (314.8146943644363°),ONO (300°),ON-SHORE
Liencres,21,04h,9,15,"1,7",14,12,OSO (245.94651208735343°),NO (308°),SIDE-SHORE
Liencres,21,07h,9,14,"1,9",13,12,OSO (256.607656029845°),NO (306°),SIDE-SHORE
Liencres,21,10h,8,12,"2,2",12,12,SO (214.13129355777042°),NO (305°),OFF-SHORE
Liencres,21,13h,10,15,"2,4",12,11,ONO (283.36953701439245°),NO (308°),SIDE-SHORE
Liencres,21,16h,6,10,"2,5",11,10,O (275.473317861322°),NO (312°),SIDE-SHORE
Liencres,21,19h,4,8,"2,4",11,9,NNE (21.63581026350457°),NO (314°),ON-SHORE
Liencres,21,22h,2,6,"2,2",11,8,SE (144.09743369664204°),NO (314°),OFF-SHORE
Liencres,22,04h,5,6,"1,7",11,7,SE (143.9058115788775°),NO (316°),OFF-SHORE
Liencres,22,07h,5,6,"1,5",10,6,SE (145.74926577366512°),NO (316°),OFF-SHORE
Liencres,22,10h,4,5,"1,5",10,7,SSE (157.83257729621147°),NO (316°),OFF-SHORE
Liencres,22,13h,2,5,"1,5",10,11,SSE (154.37760921350264°),NO (313°),OFF-SHORE
Liencres,22,16h,4,5,"1,4",10,11,SO (228.75072424080543°),NO (314°),OFF-SHORE
Liencres,22,19h,4,8,"1,3",10,9,SSO (212.09726343999262°),NO (314°),OFF-SHORE
Liencres,22,22h,5,10,"1,3",10,8,SSO (198.7253102771404°),NO (312°),OFF-SHORE
Liencres,23,04h,3,3,"1,1",9,9,S (189.66252933183378°),NO (309°),OFF-SHORE
Liencres,23,07h,6,7,"1,1",9,8,OSO (241.59094267582995°),NO (307°),SIDE-SHORE
Liencres,23,10h,5,6,"1,0",9,9,SSO (200.57192821857274°),NO (305°),OFF-SHORE
Liencres,23,13h,4,8,"1,0",9,12,SE (143.6888476515652°),ONO (303°),OFF-SHORE
Liencres,23,16h,5,11,"1,1",10,12,ESE (108.68517837782744°),ONO (300°),SIDE-SHORE
Liencres,23,19h,5,9,"1,2",10,9,SSE (158.47908224504195°),ONO (297°),OFF-SHORE
Liencres,23,22h,6,8,"1,2",13,8,S (175.41306846347598°),ONO (295°),OFF-SHORE
Ribadesella,14,07h,5,8,"0,9",13,13,S (178.47582448867385°),ONO (303°),OFF-SHORE
Ribadesella,14,09h,5,8,"0,9",13,12,SSE (159.22231317000663°),NO (304°),OFF-SHORE
Ribadesella,14,11h,4,7,"0,9",13,15,SE (143.7203066058064°),NO (305°),OFF-SHORE
Ribadesella,14,13h,4,11,"0,9",13,16,ESE (111.20539006543605°),NO (305°),SIDE-SHORE
Ribadesella,14,15h,5,10,"0,8",13,16,E (93.65194864516519°),NO (305°),SIDE-SHORE
Ribadesella,14,17h,5,8,"0,8",13,15,ESE (107.34869337248305°),NO (305°),SIDE-SHORE
Ribadesella,14,19h,5,7,"0,9",15,15,SE (134.1006722939201°),NO (310°),OFF-SHORE
Ribadesella,14,21h,5,7,"1,0",15,15,S (191.20667612585038°),NO (309°),OFF-SHORE
Ribadesella,15,03h,6,13,"1,1",14,15,OSO (245.75237390941945°),NO (307°),SIDE-SHORE
Ribadesella,15,05h,4,6,"1,1",14,14,OSO (245.402587816753°),NO (307°),SIDE-SHORE
Ribadesella,15,07h,5,8,"1,0",13,13,SSO (210.62061973858974°),NO (307°),OFF-SHORE
Ribadesella,15,09h,5,8,"0,9",13,13,SSO (210.39906995925887°),NO (304°),OFF-SHORE
Ribadesella,15,11h,5,9,"0,9",12,14,SO (217.3323143657007°),NO (305°),OFF-SHORE
Ribadesella,15,13h,4,7,"0,9",12,14,ONO (284.57570052678784°),ONO (301°),SIDE-SHORE
Ribadesella,15,15h,7,12,"0,9",12,14,ONO (290.30919540259833°),ONO (302°),SIDE-SHORE
Ribadesella,15,17h,7,11,"1,0",12,14,ONO (281.3026866887538°),ONO (302°),SIDE-SHORE
Ribadesella,15,19h,5,7,"1,1",11,13,SO (228.97391037692742°),ONO (301°),OFF-SHORE
Ribadesella,15,21h,6,9,"1,1",10,12,SO (227.63166266793812°),NO (305°),OFF-SHORE
Ribadesella,16,03h,5,8,"1,7",8,11,SO (231.1561972424551°),N (11°),OFF-SHORE
Ribadesella,16,05h,6,11,"1,8",8,11,ESE (110.00445050559458°),NNE (14°),SIDE-SHORE
Ribadesella,16,07h,7,12,"1,9",8,11,ENE (57.45762355819958°),NNE (17°),SIDE-SHORE
Ribadesella,16,09h,9,13,"2,1",8,11,ENE (63.23428301821448°),NNE (20°),SIDE-SHORE
Ribadesella,16,11h,10,15,"2,2",8,11,ENE (67.7222315165672°),NNE (21°),SIDE-SHORE
Ribadesella,16,13h,10,16,"2,1",8,11,ENE (68.5503168814185°),NNE (23°),SIDE-SHORE
Ribadesella,16,15h,10,14,"2,0",8,10,ENE (70.11415792288652°),NNE (24°),SIDE-SHORE
Ribadesella,16,17h,9,14,"1,9",8,10,ENE (73.26325910681484°),NNE (30°),SIDE-SHORE
Ribadesella,16,19h,9,15,"1,7",7,10,ENE (77.4923092616615°),NNE (31°),SIDE-SHORE
Ribadesella,16,21h,9,15,"1,6",7,10,E (84.45156732582619°),NNE (32°),SIDE-SHORE
Ribadesella,17,03h,7,10,"1,4",7,9,ESE (109.72301898392064°),NE (37°),SIDE-SHORE
Ribadesella,17,05h,5,7,"1,3",6,9,ESE (117.51414050307795°),NE (36°),SIDE-SHORE
Ribadesella,17,07h,5,5,"1,2",6,8,SSE (165.13370442098034°),NE (38°),OFF-SHORE
Ribadesella,17,09h,3,3,"1,1",6,9,S (178.35172942283006°),NE (37.33333333333333°),OFF-SHORE
Ribadesella,17,11h,3,3,"1,0",6,10,SSO (194.26199952206755°),NE (37.666666666666664°),OFF-SHORE
Ribadesella,17,13h,2,2,"0,9",6,12,NNE (16.12642472822472°),NE (39°),ON-SHORE
Ribadesella,17,15h,3,3,"0,8",6,12,ENE (70.59137601348749°),NE (38.33333333333333°),SIDE-SHORE
Ribadesella,17,17h,2,3,"0,8",5,12,E (89.11243623932867°),NE (38.33333333333333°),SIDE-SHORE
Ribadesella,17,19h,5,6,"0,7",5,11,SSE (147.6272245213357°),NE (39°),OFF-SHORE
Ribadesella,17,22h,5,6,"0,7",5,11,S (169.8105383404664°),NE (38°),OFF-SHORE
Ribadesella,18,04h,4,6,"0,6",13,13,S (183.24811421760327°),NO (315°),OFF-SHORE
Ribadesella,18,06h,4,6,"0,5",14,13,SSO (199.17807803874948°),NO (314.3333333333333°),OFF-SHORE
Ribadesella,18,08h,4,6,"0,5",14,14,SSO (206.29863198538646°),NO (314°),OFF-SHORE
Ribadesella,18,10h,5,7,"0,5",13,14,SSO (202.07824129135886°),NO (314°),OFF-SHORE
Ribadesella,18,12h,5,8,"0,5",13,15,S (177.7382289732635°),NO (310.66666666666663°),OFF-SHORE
Ribadesella,18,14h,5,9,"0,6",13,16,SSE (167.55895911968747°),NO (309°),OFF-SHORE
Ribadesella,18,16h,5,9,"0,6",13,16,SSE (168.57861873364752°),NO (309°),OFF-SHORE
Ribadesella,18,18h,7,11,"0,6",12,16,S (175.14507820102887°),NO (309°),OFF-SHORE
Ribadesella,18,20h,7,11,"0,7",12,16,S (180.41000341020077°),NO (306.66666666666663°),SIDE-SHORE
Ribadesella,18,22h,7,10,"0,8",12,16,S (188.95098238453895°),ONO (302°),OFF-SHORE
Ribadesella,19,04h,8,12,"0,9",12,17,SSO (199.84297109388973°),ONO (302°),OFF-SHORE
Ribadesella,19,06h,11,10,"0,9",12,15,SSO (195.21007631391532°),ONO (301.3333333333333°),OFF-SHORE
Ribadesella,19,08h,18,32,"0,9",12,16,SSO (195.10997986760418°),ONO (300.66666666666663°),OFF-SHORE
Ribadesella,19,10h,20,35,"0,9",12,16,SSO (198.7140327880996°),ONO (300°),OFF-SHORE
Ribadesella,19,12h,20,34,"1,0",13,17,SSO (195.1323413019211°),NO (304.66666666666663°),OFF-SHORE
Ribadesella,19,14h,18,30,"1,0",14,18,SSO (195.27409488517537°),NO (307°),OFF-SHORE
Ribadesella,19,16h,17,29,"1,1",14,18,SSO (194.74428338799157°),NO (307°),OFF-SHORE
Ribadesella,19,18h,14,28,"1,1",14,17,SSO (191.50575038360645°),NO (309°),OFF-SHORE
Ribadesella,19,20h,13,27,"1,1",15,17,S (188.58394427632243°),NO (310°),OFF-SHORE
Ribadesella,19,22h,7,11,"1,2",15,17,SO (215.63825091187246°),NO (310°),OFF-SHORE
Ribadesella,20,04h,6,9,"1,3",14,16,SSO (202.41167783115426°),NO (309°),OFF-SHORE
Ribadesella,20,07h,7,9,"1,1",14,16,SSO (194.94876908631718°),NO (306°),OFF-SHORE
Ribadesella,20,10h,7,9,"1,1",14,15,S (187.47247902816497°),NO (306°),OFF-SHORE
Ribadesella,20,13h,3,8,"1,0",14,16,S (184.25709463621467°),NO (307°),OFF-SHORE
Ribadesella,20,16h,5,8,"0,9",14,16,SSO (202.0071854535785°),NO (310°),OFF-SHORE
Ribadesella,20,19h,11,12,"1,3",14,13,NO (322.00582951597687°),NO (317°),ON-SHORE
Ribadesella,20,22h,13,17,"1,6",13,12,NO (307.04633576936055°),NO (322°),SIDE-SHORE
Ribadesella,21,04h,8,11,"1,6",14,11,ONO (295.7973912742033°),NO (324°),SIDE-SHORE
Ribadesella,21,07h,7,9,"1,8",13,12,ONO (283.4644823363165°),NO (320°),SIDE-SHORE
Ribadesella,21,10h,5,9,"2,0",12,12,OSO (256.17886073426473°),NO (318°),SIDE-SHORE
Ribadesella,21,13h,10,16,"2,1",12,12,O (261.9510657612529°),NO (322°),SIDE-SHORE
Ribadesella,21,16h,6,9,"2,1",11,10,SE (144.75393090677673°),NO (324°),OFF-SHORE
Ribadesella,21,19h,5,6,"2,0",11,10,ESE (104.10618485521996°),NO (325°),SIDE-SHORE
Ribadesella,21,22h,3,5,"1,8",11,10,SE (138.95886703922645°),NO (325°),OFF-SHORE
Ribadesella,22,04h,4,4,"1,4",10,9,S (171.3753000690365°),NO (326°),OFF-SHORE
Ribadesella,22,07h,4,4,"1,3",10,8,S (188.90115609688513°),NO (326°),OFF-SHORE
Ribadesella,22,10h,3,3,"1,2",10,8,SSO (193.6706099407775°),NO (323°),OFF-SHORE
Ribadesella,22,13h,2,2,"1,2",10,10,O (261.1488167360956°),NO (322°),SIDE-SHORE
Ribadesella,22,16h,3,3,"1,1",10,11,NO (315.24709004569695°),NO (323°),ON-SHORE
Ribadesella,22,19h,6,7,"1,1",10,11,OSO (257.7932503320107°),NO (321°),SIDE-SHORE
Ribadesella,22,22h,6,6,"1,1",10,10,OSO (237.15662031584583°),NO (321°),OFF-SHORE
Ribadesella,23,04h,4,4,"0,9",9,10,OSO (250.07660866958327°),NO (319°),SIDE-SHORE
Ribadesella,23,07h,6,7,"0,9",9,11,SSE (163.42554439303984°),NO (318°),OFF-SHORE
Ribadesella,23,10h,5,6,"0,9",9,10,SSE (159.86393787579618°),NO (316°),OFF-SHORE
Ribadesella,23,13h,6,8,"0,9",9,12,E (96.99041694678016°),NO (313°),SIDE-SHORE
Ribadesella,23,16h,7,8,"1,0",10,13,E (90.76436895230705°),NO (312°),SIDE-SHORE
Ribadesella,23,19h,3,3,"1,0",13,12,SE (143.00347741119037°),NO (317°),OFF-SHORE
Ribadesella,23,22h,5,5,"0,9",13,11,SO (235.72710718168332°),NO (314°),OFF-SHORE
Arenal de Morís,14,07h,7,11,"0,8",13,12,S (175.4161548614124°),NO (309°),OFF-SHORE
Arenal de Morís,14,09h,6,12,"0,9",13,12,S (176.26361974969856°),NO (310°),OFF-SHORE
Arenal de Morís,14,11h,4,10,"0,8",13,14,SSE (157.05670665650226°),NO (311°),OFF-SHORE
Arenal de Morís,14,13h,4,8,"0,8",13,17,SE (133.84100443800742°),NO (312°),OFF-SHORE
Arenal de Morís,14,15h,5,8,"0,8",13,17,SE (123.85083365561088°),NO (311°),OFF-SHORE
Arenal de Morís,14,17h,6,10,"0,8",13,15,ESE (116.68114798114937°),NO (311°),SIDE-SHORE
Arenal de Morís,14,19h,6,10,"0,8",15,14,S (172.6293050461632°),NO (316°),OFF-SHORE
Arenal de Morís,14,21h,7,12,"0,9",15,14,S (182.33835173077807°),NO (315°),OFF-SHORE
Arenal de Morís,15,03h,4,15,"1,1",14,13,SSO (212.93065129144856°),NO (313°),OFF-SHORE
Arenal de Morís,15,05h,5,9,"1,0",14,12,OSO (241.27217170677181°),NO (313°),SIDE-SHORE
Arenal de Morís,15,07h,4,7,"0,9",13,12,SO (220.74812574612736°),NO (313°),OFF-SHORE
Arenal de Morís,15,09h,5,8,"0,8",13,12,OSO (240.5721972390996°),NO (310°),SIDE-SHORE
Arenal de Morís,15,11h,2,7,"0,8",12,14,OSO (249.4604028831054°),NO (311°),SIDE-SHORE
Arenal de Morís,15,13h,5,10,"0,8",12,14,ONO (300.3765711716676°),NO (308°),SIDE-SHORE
Arenal de Morís,15,15h,6,12,"0,8",12,14,ONO (287.6263394367627°),NO (308°),SIDE-SHORE
Arenal de Morís,15,17h,5,10,"0,9",12,13,ONO (284.4188892879053°),NO (309°),SIDE-SHORE
Arenal de Morís,15,19h,4,7,"1,0",11,12,OSO (244.4655863459759°),NO (309°),SIDE-SHORE
Arenal de Morís,15,21h,5,9,"1,1",10,12,OSO (243.445402607576°),NO (315°),SIDE-SHORE
Arenal de Morís,16,03h,6,8,"1,6",8,11,OSO (239.30297275543597°),NNE (12°),OFF-SHORE
Arenal de Morís,16,05h,8,12,"1,8",8,11,E (79.32381479888674°),NNE (14°),SIDE-SHORE
Arenal de Morís,16,07h,8,12,"1,8",8,10,ENE (66.56911068563203°),NNE (17°),SIDE-SHORE
Arenal de Morís,16,09h,11,15,"2,0",8,11,ENE (63.863202521702405°),NNE (19°),SIDE-SHORE
Arenal de Morís,16,11h,12,16,"2,1",8,11,ENE (69.69447879267146°),NNE (20°),SIDE-SHORE
Arenal de Morís,16,13h,11,15,"2,1",8,11,ENE (71.4835814460624°),NNE (21°),SIDE-SHORE
Arenal de Morís,16,15h,11,14,"2,0",8,10,ENE (72.87762909879615°),NNE (23°),SIDE-SHORE
Arenal de Morís,16,17h,10,14,"1,8",8,10,ENE (78.06228110030965°),NNE (27°),SIDE-SHORE
Arenal de Morís,16,19h,10,14,"1,7",7,10,E (82.95978944803156°),NNE (29°),SIDE-SHORE
Arenal de Morís,16,21h,10,14,"1,6",7,10,E (89.75670380618254°),NNE (29°),SIDE-SHORE
Arenal de Morís,17,03h,8,10,"1,3",7,9,ESE (111.1426326260864°),NE (35°),SIDE-SHORE
Arenal de Morís,17,05h,6,8,"1,3",6,9,ESE (118.21110259715343°),NE (35°),SIDE-SHORE
Arenal de Morís,17,07h,6,7,"1,2",6,8,SSE (160.6922915965007°),NE (37°),OFF-SHORE
Arenal de Morís,17,09h,4,4,"1,1",6,8,O (266.6851218319495°),NE (37°),SIDE-SHORE
Arenal de Morís,17,11h,2,3,"1,0",6,10,O (272.1631933589805°),NE (37.666666666666664°),SIDE-SHORE
Arenal de Morís,17,13h,2,2,"0,9",6,12,NNE (24.614114360734643°),NE (39°),ON-SHORE
Arenal de Morís,17,15h,2,3,"0,8",6,12,ENE (63.49497623834292°),NE (38.33333333333333°),SIDE-SHORE
Arenal de Morís,17,17h,4,4,"0,8",5,11,SE (135.86040277462294°),NE (38.666666666666664°),OFF-SHORE
Arenal de Morís,17,19h,6,6,"0,7",5,10,SSE (160.07267591194326°),NE (40°),OFF-SHORE
Arenal de Morís,17,22h,4,6,"0,7",5,9,S (178.8195184561383°),NE (39°),OFF-SHORE
Arenal de Morís,18,04h,4,7,"0,6",12,11,S (182.87116712327446°),NO (326°),OFF-SHORE
Arenal de Morís,18,06h,5,6,"0,5",13,12,SSO (192.27766691286618°),NO (322°),OFF-SHORE
Arenal de Morís,18,08h,5,7,"0,5",14,13,SSO (195.1992460477802°),NO (320°),OFF-SHORE
Arenal de Morís,18,10h,5,7,"0,5",13,14,S (190.15284058163758°),NO (320°),OFF-SHORE
Arenal de Morís,18,12h,5,8,"0,5",13,15,S (181.49606883743124°),NO (316.66666666666663°),OFF-SHORE
Arenal de Morís,18,14h,5,8,"0,5",13,16,S (173.7459872307322°),NO (315°),OFF-SHORE
Arenal de Morís,18,16h,5,7,"0,6",13,16,S (170.05988268402945°),NO (315°),OFF-SHORE
Arenal de Morís,18,18h,6,7,"0,6",12,15,S (174.65964006441843°),NO (315°),OFF-SHORE
Arenal de Morís,18,20h,6,7,"0,6",12,15,S (179.07017919300378°),NO (312.66666666666663°),OFF-SHORE
Arenal de Morís,18,22h,6,7,"0,7",12,15,S (186.08756289969497°),NO (308°),OFF-SHORE
Arenal de Morís,19,04h,8,11,"0,7",12,16,S (182.21954549145073°),NO (309°),OFF-SHORE
Arenal de Morís,19,06h,11,9,"0,7",12,14,S (184.9390905057969°),NO (307.66666666666663°),OFF-SHORE
Arenal de Morís,19,08h,15,26,"0,8",12,15,S (184.8984877423658°),NO (306.66666666666663°),OFF-SHORE
Arenal de Morís,19,10h,17,29,"0,8",12,15,S (182.26924777411145°),NO (306°),OFF-SHORE
Arenal de Morís,19,12h,17,28,"0,9",13,17,S (183.86636060583504°),NO (310°),OFF-SHORE
Arenal de Morís,19,14h,15,25,"0,9",14,17,S (181.53677641715066°),NO (312.3333333333333°),OFF-SHORE
Arenal de Morís,19,16h,15,24,"1,0",14,17,S (185.3346461826513°),NO (313°),OFF-SHORE
Arenal de Morís,19,18h,14,26,"1,0",14,16,S (187.3577121783817°),NO (315°),OFF-SHORE
Arenal de Morís,19,20h,16,28,"1,0",15,16,S (184.59451412222842°),NO (316°),OFF-SHORE
Arenal de Morís,19,22h,8,13,"1,1",15,16,SSO (194.91224701838013°),NO (316°),OFF-SHORE
Arenal de Morís,20,04h,6,8,"1,1",14,15,S (183.61620692081337°),NO (315°),OFF-SHORE
Arenal de Morís,20,07h,6,7,"1,1",14,14,S (180.82355421538384°),NO (312°),SIDE-SHORE
Arenal de Morís,20,10h,5,5,"1,0",14,14,S (190.6157410009823°),NO (311°),OFF-SHORE
Arenal de Morís,20,13h,4,9,"0,9",14,16,S (169.34665160091592°),NO (313°),OFF-SHORE
Arenal de Morís,20,16h,5,11,"0,9",14,16,O (265.406340776585°),NO (316°),SIDE-SHORE
Arenal de Morís,20,19h,8,9,"1,2",14,12,NO (319.7081451691938°),NO (323°),ON-SHORE
Arenal de Morís,20,22h,9,12,"1,4",13,11,ONO (298.938149504266°),NNO (327°),SIDE-SHORE
Arenal de Morís,21,04h,7,9,"1,6",14,10,NO (305.70765827267996°),NNO (330°),SIDE-SHORE
Arenal de Morís,21,07h,7,10,"1,7",13,11,O (259.453678474433°),NNO (327°),SIDE-SHORE
Arenal de Morís,21,10h,4,10,"1,8",12,11,SO (232.47017047948475°),NO (325°),OFF-SHORE
Arenal de Morís,21,13h,8,15,"2,0",12,11,O (262.5849064797967°),NNO (329°),SIDE-SHORE
Arenal de Morís,21,16h,5,8,"2,0",11,10,SSE (149.28798553231965°),NNO (331°),OFF-SHORE
Arenal de Morís,21,19h,3,4,"1,8",11,9,ESE (118.90945078202802°),NNO (333°),SIDE-SHORE
Arenal de Morís,21,22h,3,3,"1,7",11,9,SSE (154.59983664675997°),NNO (333°),OFF-SHORE
Arenal de Morís,22,04h,4,4,"1,3",10,7,S (177°),NNO (334°),OFF-SHORE
Arenal de Morís,22,07h,4,5,"1,2",10,6,S (188.406090820822°),NNO (334°),OFF-SHORE
Arenal de Morís,22,10h,4,4,"1,1",10,7,SSO (193.82820955558657°),NNO (331°),OFF-SHORE
Arenal de Morís,22,13h,2,3,"1,1",10,10,OSO (254.50866190001148°),NNO (330°),SIDE-SHORE
Arenal de Morís,22,16h,2,3,"1,1",10,11,NO (309.667686976518°),NNO (331°),SIDE-SHORE
Arenal de Morís,22,19h,6,5,"1,0",10,9,OSO (240.96638534859264°),NNO (329°),SIDE-SHORE
Arenal de Morís,22,22h,5,6,"1,0",10,9,SO (228.08592543649036°),NNO (330°),OFF-SHORE
Arenal de Morís,23,04h,3,4,"0,9",9,9,SO (231.5290372639572°),NNO (328°),OFF-SHORE
Arenal de Morís,23,07h,5,6,"0,8",9,9,S (176.15995332080706°),NNO (327°),OFF-SHORE
Arenal de Morís,23,10h,5,5,"0,8",9,9,S (170.34337856151706°),NO (325°),OFF-SHORE
Arenal de Morís,23,13h,5,6,"0,9",10,12,ESE (102.40408705916943°),NO (323°),SIDE-SHORE
Arenal de Morís,23,16h,6,6,"0,9",11,12,E (96.08389872556826°),NO (320°),SIDE-SHORE
Arenal de Morís,23,19h,3,3,"0,9",13,10,SSE (162.2179059164503°),NO (324°),OFF-SHORE
Arenal de Morís,23,22h,5,5,"0,9",13,9,SO (230.68879231080834°),NO (320°),OFF-SHORE
Playa la Espasa,14,07h,5,9,"0,9",13,11,SSO (203.8844412648564°),NO (307°),OFF-SHORE
Playa la Espasa,14,09h,3,7,"0,9",13,11,SSO (212.8245800763824°),NO (308°),OFF-SHORE
Playa la Espasa,14,11h,4,7,"0,9",13,14,SSO (191.2828789756784°),NO (309°),OFF-SHORE
Playa la Espasa,14,13h,3,6,"0,8",13,17,E (94.83554388971068°),NO (309°),SIDE-SHORE
Playa la Espasa,14,15h,5,8,"0,8",13,16,E (83.18117985357036°),NO (309°),SIDE-SHORE
Playa la Espasa,14,17h,7,10,"0,8",13,16,ESE (113.05189401947071°),NO (309°),SIDE-SHORE
Playa la Espasa,14,19h,5,7,"0,9",15,13,SSO (191.51310280633777°),NO (314°),OFF-SHORE
Playa la Espasa,14,21h,4,7,"1,0",15,12,SO (213.87818573711527°),NO (313°),OFF-SHORE
Playa la Espasa,15,03h,4,9,"1,1",14,12,SO (217.85315345809016°),NO (311°),OFF-SHORE
Playa la Espasa,15,05h,5,8,"1,0",14,12,SO (233.46467266634215°),NO (311°),OFF-SHORE
Playa la Espasa,15,07h,5,9,"1,0",13,12,OSO (239.38863751776915°),NO (311°),OFF-SHORE
Playa la Espasa,15,09h,5,9,"0,9",13,12,SO (235.42820210255942°),NO (308°),OFF-SHORE
Playa la Espasa,15,11h,5,8,"0,9",12,13,O (262.3605775515761°),NO (309°),SIDE-SHORE
Playa la Espasa,15,13h,6,10,"0,9",12,14,ONO (289.1811711704655°),NO (306°),SIDE-SHORE
Playa la Espasa,15,15h,6,12,"0,9",12,14,ONO (283.36163489919664°),NO (306°),SIDE-SHORE
Playa la Espasa,15,17h,4,10,"1,0",12,13,O (276.35699562032977°),NO (307°),SIDE-SHORE
Playa la Espasa,15,19h,4,7,"1,1",11,12,OSO (241.88596825912376°),NO (307°),SIDE-SHORE
Playa la Espasa,15,21h,5,9,"1,2",11,11,OSO (238.1613560912918°),NO (311°),OFF-SHORE
Playa la Espasa,16,03h,6,9,"1,7",8,10,SO (225.0420513710644°),N (11°),OFF-SHORE
Playa la Espasa,16,05h,8,13,"1,9",8,10,ENE (77.69451565814299°),NNE (14°),SIDE-SHORE
Playa la Espasa,16,07h,7,13,"1,9",8,10,ENE (65.8469853998299°),NNE (16°),SIDE-SHORE
Playa la Espasa,16,09h,10,14,"2,1",8,10,ENE (66.292749305838°),NNE (18°),SIDE-SHORE
Playa la Espasa,16,11h,11,17,"2,2",8,10,ENE (67.0142173723878°),NNE (20°),SIDE-SHORE
Playa la Espasa,16,13h,11,16,"2,1",8,10,ENE (69.9404769088622°),NNE (21°),SIDE-SHORE
Playa la Espasa,16,15h,10,15,"2,0",8,10,ENE (73.41433586877447°),NNE (22°),SIDE-SHORE
Playa la Espasa,16,17h,10,15,"1,9",8,10,E (79.24911157701732°),NNE (28°),SIDE-SHORE
Playa la Espasa,16,19h,10,15,"1,8",7,10,E (83.96398039923174°),NNE (29°),SIDE-SHORE
Playa la Espasa,16,21h,10,15,"1,6",7,10,E (89.97839695834985°),NNE (29°),SIDE-SHORE
Playa la Espasa,17,03h,8,11,"1,4",7,9,ESE (112.17440235023477°),NE (36°),SIDE-SHORE
Playa la Espasa,17,05h,6,9,"1,3",6,8,ESE (119.88192752688319°),NE (35°),SIDE-SHORE
Playa la Espasa,17,07h,6,7,"1,2",6,8,SSE (155.76251702784336°),NE (38°),OFF-SHORE
Playa la Espasa,17,09h,3,3,"1,1",6,8,SO (234.66297609526725°),NE (37.33333333333333°),OFF-SHORE
Playa la Espasa,17,11h,2,3,"1,0",6,10,OSO (253.8978266356949°),NE (38°),SIDE-SHORE
Playa la Espasa,17,13h,2,2,"0,9",6,12,NE (42.77876140777493°),NE (40°),ON-SHORE
Playa la Espasa,17,15h,3,3,"0,9",6,12,ENE (72.65764248998842°),NE (39.33333333333333°),SIDE-SHORE
Playa la Espasa,17,17h,4,4,"0,8",5,11,ESE (122.36616387394842°),NE (39.666666666666664°),OFF-SHORE
Playa la Espasa,17,19h,6,6,"0,8",5,10,SSE (154.3709130150994°),NE (41°),OFF-SHORE
Playa la Espasa,17,22h,5,7,"0,7",5,9,S (180.12512410389874°),NE (39°),SIDE-SHORE
Playa la Espasa,18,04h,5,7,"0,6",13,11,S (178.79271360335832°),NO (319°),OFF-SHORE
Playa la Espasa,18,06h,5,7,"0,5",14,11,S (183.65607001507865°),NO (318.3333333333333°),OFF-SHORE
Playa la Espasa,18,08h,5,7,"0,5",14,12,S (184.9944839988868°),NO (317.66666666666663°),OFF-SHORE
Playa la Espasa,18,10h,5,7,"0,5",13,13,S (182.05387418205706°),NO (317°),OFF-SHORE
Playa la Espasa,18,12h,4,8,"0,5",13,14,S (177.83226530307985°),NO (314.3333333333333°),OFF-SHORE
